cleaned_up_drug	class_umls
PEN-221	
Antroquinonol	
Antroquinonol	
Antroquinonol	
PZP115891PCI-24781	
HC1119	
DS-8895amg/kg	
DS-8895amg/kg	
DS-8895amg/kg	
BMS-986310	
Birinapant	
antibody	
zoledronic	
BMS-986249	
AG-120	
ASTX660	
OGX-427	
BMS-986205	
BMS-986205	
Imatinibmesylateimatinibmesylatepanitumumab	
Standard-of-carepanitumumab	
PanobinostatLBH589Sorafenib	
BMS-986258	
rHuPH20	
rHuPH20	
TKM-080301	
BMS-986148	
RovalpituzumabTesirine	
CP-751,871	
BMS-986218	
lapatinibGW572016	
ETBX-011	
ALT-803	
ALT-803	
Relatlimab	
Cabiralizumab	
IDO1Inhibitor	
INBRX-109antibody	
PV-10bengaldisodium	
MEDI9447	
NC318	
BMX-001	
BMX-001	
BMX-001	
carboplatinpaclitaxel	
BMS-986158	
BMS-986158	
BMS-986158	
CP-547,632	
DCVAC	
DCVAC	
IMSA101	
checkpointinhibitor	
Immuno-oncologytherapy	
Relatlimab	
BMS-986205	
BMS-986205	
IrinotecanZD1839VincristineCefiximeCefpodoxime	
RogaratinibBAY1163877	
Cibisatamab	
Tocilizumab	Interleukin-6 Receptor Antagonist|Interleukin inhibitors|Interleukin 6 Receptor Antagonists|ANTIRHEUMATICS,OTHER
Tocilizumab	Interleukin-6 Receptor Antagonist|Interleukin inhibitors|Interleukin 6 Receptor Antagonists|ANTIRHEUMATICS,OTHER
PAC-1	
PAC-1	
plerixafor	Other immunostimulants|Unknown Cellular or Molecular Interaction|BLOOD PRODUCTS,OTHER|Hematopoietic Stem Cell Mobilizer
osimertinib	Protein kinase inhibitors|ANTINEOPLASTIC,OTHER|Cytochrome P450 3A Inhibitors|Breast Cancer Resistance Protein Inhibitors|Cytochrome P450 1A2 Inducers|Kinase Inhibitor|Cytochrome P450 3A4 Inducers|Kinase Inhibitors
BMS-986178	
WX-0593	
AVX701	
Ganitumab	
Durvalumab	ANTINEOPLASTIC,OTHER|Programmed Death Ligand-1-directed Antibody Interactions|Monoclonal antibodies|Programmed Death Ligand-1 Antagonists|Programmed Death Ligand-1 Blocker
CTAP101	
PX-866	
PX-866	
Andecaliximab	
BMS-986156	
AZD9291AZD6094	
AZD9291selumetinib	
AZD9291non-Asian	
AZD9291intermittentselumetinib	
AZD9291MEDI4736	
AZD9291AZD6094	
AZD9291selumetinib	
AZD9291MEDI4736	
AZD6094monotherapy	
AZD9291AZD6094	
AZD9291AZD6094	
MGC018	
MGA012	
MGA012	
MGA012	
MGA012	
JAB-3312	
AGEN1884	
AGEN1884	
AGEN1884	
AGEN1884	
AGEN1884	
MitoxantroneHydrochlorideLiposome	
GS-4224	
Epacadostat	
Pemetrexed	Protein Synthesis Inhibitors|Thymidylate Synthetase Inhibitors|Dihydrofolate Reductase Inhibitors|Folic Acid Metabolism Inhibitors|ANTINEOPLASTICS,ANTIMETABOLITES|Folate Analog Metabolic Inhibitor|Folic acid analogues
carbplatincyclophophamideatezolizumab	
CP-751,871	
LY2603618	
LY2603618	
Pemetrexed	Protein Synthesis Inhibitors|Thymidylate Synthetase Inhibitors|Dihydrofolate Reductase Inhibitors|Folic Acid Metabolism Inhibitors|ANTINEOPLASTICS,ANTIMETABOLITES|Folate Analog Metabolic Inhibitor|Folic acid analogues
Prexasertib	
APG-115+Pembrolizumab	
Durvalumab/chemotherapy	
Durvalumab/Tremelimumab/chemotherapy	
NKTR-214nivolumab	
NKTR-214ipilimumab	
Rosuvastatin10	
Midazolamsyrup	
SGN-CD47M	
TSR-011	
HLX07+Gemcitabine+Cisplatin	
HLX07+Paclitaxel+Carboplatin	
HLX07+mFOLFOX6	
OSI-906	
OSI-906	
OSI-906	
OSI-906	
OSI-906	
OSI-906	
BGB-A333	
BGB-A333BGB-A317	
Pemetrexed	Protein Synthesis Inhibitors|Thymidylate Synthetase Inhibitors|Dihydrofolate Reductase Inhibitors|Folic Acid Metabolism Inhibitors|ANTINEOPLASTICS,ANTIMETABOLITES|Folate Analog Metabolic Inhibitor|Folic acid analogues
P16_37-63	
Pamiparib	
Pamiparib	
roniciclib	
Lucitanib	
GSK1120212B	
TAS-119	
PDR001	
PDR001	
PDR001	
PDR001	
BLZ945	
BLZ945	
BLZ945	
PDR001	
PDR001	
PDR001	
PDR001	
RefametinibBAY86-9766	
Vivomixx	
BAY1125976	
BAY1125976	
BAY1125976	
LGH447	
LGH447	
LGH447	
LGH447	
CCX872-B	
ORIC-101	
BAY86-9596	
BAY86-9596	
BAY86-9596	
BAY86-9596	
Fludeoxyglucose-IBA	
CX-072	
SL-279252	
TTI-621Monotherapy	
TTI-621PD-1/PD-L1Inhibitor	
calcitrioldocetaxel	
GEN1046	
DurvalumabTremelimumabFOLFOX	
BAL101553	
GC4419	
TrametinibGSK1120212	
Pemetrexed	Protein Synthesis Inhibitors|Thymidylate Synthetase Inhibitors|Dihydrofolate Reductase Inhibitors|Folic Acid Metabolism Inhibitors|ANTINEOPLASTICS,ANTIMETABOLITES|Folate Analog Metabolic Inhibitor|Folic acid analogues
Kanglaite	
Kanglaite	
BBI503	
vinflunineketaconazole	
BKM120	
BKM120	
2B3-101	
2B3-101mg/m2	
2B3-101mg/m2	
Brivanib	
Brivanib	
vinflunineixabepilone	
PRT543	
BVD-523	
TQ-B3234	
CS7017	
CS7017	
CS7017	
PaclitaxelGemcitabineSunitinib	
GX-I7	
AG-221	
AG-221	
PV-10bengaldisodium	
Zoledronic	
AL2846	
LAM-003	
Hu5F9-G4	
RegorafenibStivargaBAY73-4506	
Anti-PD-L1AntibodyMPDL3280A	
BMS-986148	
CS-7017	
CS-7017	
CS-7017	
Anti-SEMA4DAntibodyVX15/2503	
Defactinib	
BMS-986012	
INCB024360	
USL311	
USL311	
USL311	
USL311	
sonidegib	Other antineoplastic agents|ANTINEOPLASTIC,OTHER|Hedgehog Pathway Inhibitor|Smoothened Receptor Antagonists
CS-7017	
CS-7017	
CS-7017	
BMS-986012anti-fucosyl-GM1	
TKM-080301	
ADXS31-164	
HS-10296	
vaccine	
PD-1	
BMS-777607	
BMS-777607	
BMS-777607	
Trilaciclib	
FF-10502-01	
Imprime	
FilgrastimG-CSF	
DoxorubicinHydrochloride	
MVA-FCU1flucytosine	
X-82	
X-82	
APL-101CBT-101	
Pemetrexed	Protein Synthesis Inhibitors|Thymidylate Synthetase Inhibitors|Dihydrofolate Reductase Inhibitors|Folic Acid Metabolism Inhibitors|ANTINEOPLASTICS,ANTIMETABOLITES|Folate Analog Metabolic Inhibitor|Folic acid analogues
patritumab	
CTX110	
AZD4573	
APS001F	
FluzoparibApatinib	
CGX1321	
ARRY-520inhibitorintravenous	
Filgrastimgranulocyte-colonyG-CSFsubcutaneous	
Evofosfamide	
BexaroteneTargretin®	
erlotinibhydrochloride	
HM781-36B	
HM781-36B	
Somatuline	Somatostatin Analog|Somatostatin and analogues|ANTERIOR PITUITARY|Somatostatin Receptor Agonists
CBL0137	
CBL0137	
CBL0137	
PX-866	
PX-866	
ARRY-380	
ARRY-380	
ARRY-380	
ARRY-380	
ARRY-380	
ARRY-380	
ARRY-380	
ARRY-380	
Colo-Ad1	
Apatinib	
Apatinib	
Apatinib	
BGB-A425	
tislelizumab	
tislelizumab	
CB-839	
CB-839	
CB-839	
ATL001	
Afuresertib	
Entospletinib	
Gentuximab	
MitoxantroneNovantrone	
BortezomibPS-341	
ModraDoc006/r	
Carfilzomib	Proteasome Inhibitors|Other antineoplastic agents|Proteasome Inhibitor|ANTINEOPLASTIC,OTHER
Carfilzomib	Proteasome Inhibitors|Other antineoplastic agents|Proteasome Inhibitor|ANTINEOPLASTIC,OTHER
IntratumoralIpilimumab	
KPT-8602	
Relatlimab	
HA121-28	
W0101	
W0101	
W0101	
Brivanib	
Brivanib	
APX005M	
APX005M	
APX005M	
Cabiralizumab	
KTN3379	
PQR309	
PQR309	
TinostamustineEDO-S101	
CYT-0851	
E7449	
E7449	
E7449	
E7449	
E7449	
E7449	
E7449	
E7449	
E7449carboplatinpaclitaxel	
microinjection	
PDR001	
PDR001	
PDR001	
PDR001	
progenitor	
DoxorubicinHydrochlorideLiposome	
CripecDocetaxel	
HumanizedAnti-PD-1Antibody	
SunitinibBortezomib	
hypoxia-activatedprodrugTH-302	
sorafenibtosylate	
anti-endosialin/TEM1antibodyMORAb-004	
AZD8055	
AZD8055	
AZD8055	
AZD8055	
BEZ235paclitaxel	
BKM120paclitaxel	
BEZ235paclitaxeltrastuzumab	
BKM120paclitaxeltrastuzumab	
XmAb13676	
XmAb13676	
Alisertib	
ErythropoiesisProteinNESPdarbepoetinalfa	
MEDI5083monotherapy	
MEID5083DurvalumabTremelimumab	
Medi5083DurvalumabDocetaxel	
MCS110	
PDR001	
PDR001	
PDR001	
PDR001	
EDP1503	
Sodiumbicarbonateg/kg/day	
Gemcitabinemg/m²	
BMS-986205	
BMS-986205	
PLX3397	
PLX3397	
PLX3397	
EDO-S101	
EDO-S101	
EDO-S101	
EDO-S101	
Dexrazoxane	Unknown Cellular or Molecular Interaction|Chelating Activity|PROTECTIVE AGENTS|Cytoprotective Agent|Detoxifying agents for antineoplastic treatment
Dacomitinib	Protein kinase inhibitors|ANTINEOPLASTIC,OTHER
Dacomitinib	Protein kinase inhibitors|ANTINEOPLASTIC,OTHER
PD-0325901	
PD-0325901	
PD-0325901	
PD-0325901	
Indoximod	
Indoximod	
BMS-833923XL139	
varlilumabnivolumab	
AZD6244	
AZD6244	
AZD6738carboplatin	
AZD6738	
AZD6738	
AZD6738	
AZD6738	
AZD6738olaparib	
AdministationAZD6738MEDI4736	
GW786034	
GW786034	
PI3KinhibitorBYL719	
linifanib	
AZD4547anastrozoleletrozole	
EribulinMesylate	
PVX-410	
ABBV-181	
ABBV-181	
ABBV-368	
ABBV-927	
satoreotidetrizoxetan	
M2ES	
BBI608Napabucasin	
PM01183olaparib	
T-1101Tosylate	
BiologicalsAntigen-SpecificImmunotherapeuticASCI	
MotexafinGadolinium	
AdV-tk	
BiologicalsAntigen-SpecificImmunotherapeuticASCIGSK2130579A	
allogeneicEpstein-Barrvirus-specificcytotoxic	
Urelumab	
GSK525762	
GSK525762	
GSK525762	
REGN2810	
REGN2810	
REGN2810	
DC-CIK	
TG02	
TG02	
TG02	
Carfilzomib	Proteasome Inhibitors|Other antineoplastic agents|Proteasome Inhibitor|ANTINEOPLASTIC,OTHER
Carfilzomib	Proteasome Inhibitors|Other antineoplastic agents|Proteasome Inhibitor|ANTINEOPLASTIC,OTHER
PasireotidePasireotideEverolimus	
EverolimusPasireotideEverolimus	
PDR001	
PDR001	
PDR001	
PDR001	
ACZ885	
ACZ885	
CJM112	
TMT212	
CNTOAnti-interleukin-6antibody	
PazopanibGW786034	
Osimertininb	
PF-01367338	
CK-101	
CK-101	
CK-101	
IMU-131	
CisplatinFluorouracil5-FUCapecitabineOxaliplatincapecitabine	
dovitinib	
gemcitabinehydrochloride	
AZD5991	
AZD5991	
AZD5991	
AZD5991	
temsirolimus	Protein kinase inhibitors|ANTINEOPLASTIC,OTHER|mTOR Inhibitors|Protein Kinase Inhibitors|Kinase Inhibitor
temsirolimus	Protein kinase inhibitors|ANTINEOPLASTIC,OTHER|mTOR Inhibitors|Protein Kinase Inhibitors|Kinase Inhibitor
vinorelbineditartrate	
CX-2029	
Binimetinib	Protein kinase inhibitors|Protein Kinase Inhibitors|ANTINEOPLASTIC,OTHER
Temsirolimus	Protein kinase inhibitors|ANTINEOPLASTIC,OTHER|mTOR Inhibitors|Protein Kinase Inhibitors|Kinase Inhibitor
Temsirolimus	Protein kinase inhibitors|ANTINEOPLASTIC,OTHER|mTOR Inhibitors|Protein Kinase Inhibitors|Kinase Inhibitor
Olaparib	Other antineoplastic agents|Poly(ADP-Ribose) Polymerase Inhibitors|ANTINEOPLASTICS,ANTIMETABOLITES|Poly(ADP-Ribose) Polymerase Inhibitor
LY2787106	
GemcitabineHydrochloride	
LGX818	
LGX818	
LGX818	
TLK286	
XL888	
XL888	
BGJ398	
BGJ398	
BGJ398	
BGJ398	
amifostinetrihydrate	
irinotecanhydrochloride	
LOXO-292	
ABY-025	
PF-06801591	
BMS-690514	
BMS-690514	
BMS-690514	
REGN2810	
REGN2810	
REGN2810	
5-fluorouracil5-FU	
XL184	
XL184	
XL184	
XL184	
XL184	
XL184	
vaccine	
Olaparib	Other antineoplastic agents|Poly(ADP-Ribose) Polymerase Inhibitors|ANTINEOPLASTICS,ANTIMETABOLITES|Poly(ADP-Ribose) Polymerase Inhibitor
AZD2014	
AZD2014	
AZD2014	
AZD2014	
AZD5363	
AZD5363	
AZD5363	
PLX3397	
PLX3397	
PLX3397	
MRx0518	
PembrolizumabMG/1IntravenousKEYTRUDA	
BAY2402234	
BKM120paclitaxelcarboplatin	
BKM120paclitaxelcarboplatin	
BKM120paclitaxelcarboplatin	
BKM120PaclitaxelCarboplatin	
DoxorubicinHydrochloride	
Olaparib	Other antineoplastic agents|Poly(ADP-Ribose) Polymerase Inhibitors|ANTINEOPLASTICS,ANTIMETABOLITES|Poly(ADP-Ribose) Polymerase Inhibitor
durvalumab	ANTINEOPLASTIC,OTHER|Programmed Death Ligand-1-directed Antibody Interactions|Monoclonal antibodies|Programmed Death Ligand-1 Antagonists|Programmed Death Ligand-1 Blocker
IPH2101	
IPH2101	
IPH2101	
IPH2101	
siG12DLODER	
VS-6063	
CX-2009	
MetatinibTromethamine	
OxaliplatinIrinotecan	
Temsirolimus	Protein kinase inhibitors|ANTINEOPLASTIC,OTHER|mTOR Inhibitors|Protein Kinase Inhibitors|Kinase Inhibitor
Temsirolimus	Protein kinase inhibitors|ANTINEOPLASTIC,OTHER|mTOR Inhibitors|Protein Kinase Inhibitors|Kinase Inhibitor
enzastaurin	
GP2013	
AZD1775	
pralsetinibBLU-667	
ZIO-101Darinaparsin	
EnapotamabvedotinHuMax-AXL-ADC	
GC4419	
Alisertib	
V930	
APX005M	
APX005M	
APX005M	
Binimetinib	Protein kinase inhibitors|Protein Kinase Inhibitors|ANTINEOPLASTIC,OTHER
Encorafenib	Protein kinase inhibitors|ANTINEOPLASTIC,OTHER|BRAF Serine/Threonine Kinase Inhibitors
L-377202	
L-377202	
L-377202	
L-377202	
AG013	
ErlotinibDasatinib	
anlotinib	
anlotinib	
anlotinib	
Iso-Fludelone	
NivolumabOpdivo	
IpilimumabYervoy	
CMP-001	
Tazemetostat	
Tazemetostat	
NEO-PV-01	
4H11-28z/fIL-12/EGFRt+Genetically-modified	
GDC-0084	
GDC-0084	
GDC-0084	
FluMist	
ZD1839Iressa	
F-AraG	
nal-IRI	
NY-ESO-1c259	
RO5126766	
RO5126766	
FOLFOX	
FOLFOX	
MEHD7945A	
MEHD7945A	
MEHD7945A	
MEHD7945A	
CC-90011	
ilixadencel	
bivatuzumabmertansine	
radio-labeledOSI-906	
OSI-906	
OSI-906	
OSI-906	
CB-839	
CB-839	
CB-839	
CB-839dexamethasone	
CB-839pomalidomidedexamethasone	
^14C-alisertib	
alisertib	
VRx-3996	
VRx-3996	
GVAXpancreatic	
Urelumab	
AZD9496	
AZD9496	
AZD9496	
AZD9496	
AZD9496	
AZD9496	
AZD9496	
AZD9496	
AZD9496	
AZD9496	
AZD9496	
AZD9496	
AZD9496	
AZD9496	
AZD9496	
AZD9496	
AZD9496	
AZD9496	
AZD9496	
AZD9496	
CB-103	
CB-103	
CB-103	
ridaforolimus	
ridaforolimus	
Pemigatinib	
Pemigatinib	
GemcitabineCisplatin	
INCMGA00012	
RRx-001	
RRx-001	
RRx-001	
antibodyRAV12	
IrinotecanHydrochloride	
ImmunotherapeuticGSK2302025A	
Hu5F9-G4	
SagopiloneBAY86-5302	
KarenitecinBNP1350	
AndrogenTherapy	
BMX-001	
BMX-001	
BMX-001	
RO5083945	
RO5083945	
PaclitaxelTaxol	
CC-122	
CC-223	
CC-223	
CC-223	
CC-223	
CC-223	
CC-223	
LDE225	
LDE225	
pVAXrcPSAv53lrhesus	
BMS-986226	
Vaccine	
Acalabrutinib	Kinase Inhibitor|Tyrosine Kinase Inhibitors|ANTINEOPLASTIC,OTHER
Acalabrutinib	Kinase Inhibitor|Tyrosine Kinase Inhibitors|ANTINEOPLASTIC,OTHER
lymphocytealloreactiveT-cellsATIR	
rHSA/GCSF	
Talimogenelaherparepvec	
irinotecanhydrochloride	
alisertib	
IMMU-132	
IMMU-132	
VX15/2503	
VX15/2503	
VX15/2503	
zoledronic	
REGN2810monotherapy	
REGN2810	
REGN2810	
REGN2810	
GEN1029HexaBody®-DR5/DR5	
ICON-1	
Anti-PD-1AntibodyREGN2810	
porfimersodium	
gemcitabinehydrochloride	
STRO-001	
VEGFR/PDGFRkinaseinhibitorX-82	
DSP-7888	
CisplatinCapecitabineTrastuzumabMM-111	
LapatinibTrastuzumabMM-111	
PaclitaxelTrastuzumabMM-111	
LapatinibtrastuzumabpaclitaxelMM-111	
DocetaxeltrastuzumabMM-111	
89Zr-MMOT0530A	
MultiStem®	
TemsirolimusPaclitaxelCarboplatin	
TAS0728	
inhibitorMEK162	
leucovorincalcium	
Gemcitabinemg/m2	
1-28	
Bevacizumabmg/kg	
MEK162	
MEK162	
MEK162	
MEK162	
ImatinibMesylateGleevec®STI571	
TAS-102	
TAS-102	
TAS-102	
obuenseIMM-101	
Heat-killedM.obuenseIMM-101	
M.obuenseIMM-101	
vaccPoly-ICLCpeptide-pulseddendritic	
nanosomaldocetaxellipid	
Mycobacterium	
APX005M	
APX005M	
APX005M	
Radium-223BAY88-8223	
ADI-PEG	
TazemetostatTazemetostat	
FLX475	
AlloStim	
Pasireotidesub-cutaneous	
JCAR017	
JCAR017	
JCAR017	
Durvalumab	ANTINEOPLASTIC,OTHER|Programmed Death Ligand-1-directed Antibody Interactions|Monoclonal antibodies|Programmed Death Ligand-1 Antagonists|Programmed Death Ligand-1 Blocker
CC-122	
pemetrexedcisplatinCBP501	
pemetrexedcisplatin	
bevacizumabABT-510	
cabozantinib	Protein kinase inhibitors|Tyrosine Kinase Inhibitors|ANTINEOPLASTIC,OTHER|Protein Kinase Inhibitors|Kinase Inhibitor
cabozantinib	Protein kinase inhibitors|Tyrosine Kinase Inhibitors|ANTINEOPLASTIC,OTHER|Protein Kinase Inhibitors|Kinase Inhibitor
Carfilzomib	Proteasome Inhibitors|Other antineoplastic agents|Proteasome Inhibitor|ANTINEOPLASTIC,OTHER
Carfilzomib	Proteasome Inhibitors|Other antineoplastic agents|Proteasome Inhibitor|ANTINEOPLASTIC,OTHER
entolimod	
I124-NM404	
I124-NM404	
Durvalumab	ANTINEOPLASTIC,OTHER|Programmed Death Ligand-1-directed Antibody Interactions|Monoclonal antibodies|Programmed Death Ligand-1 Antagonists|Programmed Death Ligand-1 Blocker
Pemetrexed	Protein Synthesis Inhibitors|Thymidylate Synthetase Inhibitors|Dihydrofolate Reductase Inhibitors|Folic Acid Metabolism Inhibitors|ANTINEOPLASTICS,ANTIMETABOLITES|Folate Analog Metabolic Inhibitor|Folic acid analogues
TC-210	
anti-PD1	
MM-141	
CC-122	
Pazopanib	Protein kinase inhibitors|ANTINEOPLASTIC,OTHER|Vascular Endothelial Growth Factor Receptor Inhibitors|Cytochrome P450 2C8 Inhibitors|Platelet-derived Growth Factor Receptor Inhibitors|Cytochrome P450 2D6 Inhibitors|Protein Kinase Inhibitors|Kinase Inhibitor|Cytochrome P450 3A4 Inhibitors
PI3KinhibitorBKM120	
Vosaroxin	
Vosaroxin	
perifosine	
perifosine	
OxaliplatinCapecitabineBevacizumabImatinib	
Resiniferatoxin	
Resiniferatoxin	
IntrathecalResiniferatoxin	
PRGN-3005UltraCAR-T	
MM-121	
Monalizumab	
Anti-PD	
PRI-724	
PRI-724	
TAS-102	
TAS-102	
TAS-102	
Pemetrexed	Protein Synthesis Inhibitors|Thymidylate Synthetase Inhibitors|Dihydrofolate Reductase Inhibitors|Folic Acid Metabolism Inhibitors|ANTINEOPLASTICS,ANTIMETABOLITES|Folate Analog Metabolic Inhibitor|Folic acid analogues
Zolbetuximab	
Zolbetuximab	
haplo/cord	
PLX2853	
LY3295668	
5-Azacitidine	
PEGPEM	
fruquintinib	
fruquintinib	
fruquintinib	
F-18BAY85-8050	
MTC-DOX	
Emibetuzumab	
CAR-Timmunotherapy	
DasatinibPaclitaxel	
KU-0059436AZD2281PARPinhibitor	
PaclitaxelCarboplatin	
Durvalumab	ANTINEOPLASTIC,OTHER|Programmed Death Ligand-1-directed Antibody Interactions|Monoclonal antibodies|Programmed Death Ligand-1 Antagonists|Programmed Death Ligand-1 Blocker
Pimasertib	
PEN-866	
PEN-866	
PEN-866	
MDG1011	
KY1044	
KY1044	
Gallium68-labeledGRPRBAY86-7548	
MDV3100	
MDV3100	
MDV3100	
MDV3100	
TQ-B3233	
Wee-1kinaseinhibitorAZD1775	
Moxifloxacin	Quinolone Antimicrobial|DNA Gyrase Inhibitors|ANTIBACTERIALS,TOPICAL OPHTHALMIC|Fluoroquinolones|Topoisomerase 4 Inhibitors|QUINOLONES
NY-ESO-1peptidevaccine	
liposomalhydrochloride	
Freund	
transcriptase-polymerase	
methylation	
A166	
Guadecitabine	
Durvalumab	ANTINEOPLASTIC,OTHER|Programmed Death Ligand-1-directed Antibody Interactions|Monoclonal antibodies|Programmed Death Ligand-1 Antagonists|Programmed Death Ligand-1 Blocker
VGX-3100	
VGX-3100	
VGX-3100	
FloxuridineOxaliplatinCPT-11	
TRX518	
Avelumab	ANTINEOPLASTIC,OTHER|Programmed Death Ligand-1-directed Antibody Interactions|Monoclonal antibodies|Programmed Death Ligand-1 Antagonists|Programmed Death Ligand-1 Blocker
Acalabrutinib	Kinase Inhibitor|Tyrosine Kinase Inhibitors|ANTINEOPLASTIC,OTHER
Acalabrutinib	Kinase Inhibitor|Tyrosine Kinase Inhibitors|ANTINEOPLASTIC,OTHER
erlotinibhydrochloride	
ADH-1	
ADH-1	
ADH-1	
ADH-1	
MEDI7247	
Imatinibmesylate	
Glivecfilm-coated	
FOLFIRINOXIPI-926	
nab-paclitaxelgemcitabinecapecitabine	
BGB324	
BGB324	
CP-751,871	
177Lu-3BP-227	
Rovalpituzumabtesirine	
ALVAC-NY-ESO-1vaccine	
Luckyvec	
A-007	
A-007	
A-007	
TSR-042	
Carboplatin-Paclitaxel	
TSR-022	
CarboplatinPemetrexed	
Carboplatin-Nab-Paclitaxel	
ProTmune	
BMS-833923	
BMS-833923	
Selumetinib	
GB226	
Fruquintinib	
Fruquintinib	
Fruquintinib	
GSK1795091	
Guadecitabine	
BiologicalsAntigen-SpecificImmunotherapeuticASCI	
OPB-51602	
MLN8237Alisertib	
Monofer	
ParvovirusH-1PV	
GSK3326595	
GSK3326595	
GSK3326595	
5-azacitidine	
VAL201	
SAR245409	
SAR245409	
SAR245409	
GlutaminaseInhibitorCB-839	
IrinotecanHydrochloride	
DurvalumabTremelimumabcarboplatinetoposide	
Durvalumabcarboplatinetoposide	
Seviteronel	
APG115mono-therapy	
APG115Carboplatin	
Trioxide	
F16IL2	
INO-3112VGX-3100INO-9012CELLECTRA-5P	
alisertib	
TAS-102	
TAS-102	
TAS-102	
TAS-102	
TAS-102	
TAS-102	
EribulinMesylate	
Avelumab	ANTINEOPLASTIC,OTHER|Programmed Death Ligand-1-directed Antibody Interactions|Monoclonal antibodies|Programmed Death Ligand-1 Antagonists|Programmed Death Ligand-1 Blocker
GVAX	
Durvalumab	ANTINEOPLASTIC,OTHER|Programmed Death Ligand-1-directed Antibody Interactions|Monoclonal antibodies|Programmed Death Ligand-1 Antagonists|Programmed Death Ligand-1 Blocker
LiposomalDoxorubicin	
AZD2014	
AZD2014	
AZD2014	
AZD2014	
AZD6244	
AZD6244	
pazopanib	Protein kinase inhibitors|ANTINEOPLASTIC,OTHER|Vascular Endothelial Growth Factor Receptor Inhibitors|Cytochrome P450 2C8 Inhibitors|Platelet-derived Growth Factor Receptor Inhibitors|Cytochrome P450 2D6 Inhibitors|Protein Kinase Inhibitors|Kinase Inhibitor|Cytochrome P450 3A4 Inhibitors
RO5126766	
RO5126766	
TG4001	
Avelumab	ANTINEOPLASTIC,OTHER|Programmed Death Ligand-1-directed Antibody Interactions|Monoclonal antibodies|Programmed Death Ligand-1 Antagonists|Programmed Death Ligand-1 Blocker
BL-8040	
BL-8040	
Selicrelumab	
Selicrelumab	
Emactuzumab	
RO6874281	
RO6874281	
RO6874281	
RO6874281	
temsirolimus	Protein kinase inhibitors|ANTINEOPLASTIC,OTHER|mTOR Inhibitors|Protein Kinase Inhibitors|Kinase Inhibitor
temsirolimus	Protein kinase inhibitors|ANTINEOPLASTIC,OTHER|mTOR Inhibitors|Protein Kinase Inhibitors|Kinase Inhibitor
CT053PTSA	
DNX-2401	
DNX-2401	
5-Fluorouracil5-FU	
hyaluronidasePEGPH20	
BL-8040	
BL-8040	
Gliolan	
AZD5363	
AZD5363	
AZD5363	
doxorubicin-GnRHAEZS-108	
Ridaforolimus	
Ridaforolimus	
CAL-101	
CAL-101	
TelaglenestatCB-839	
PalbociclibIbrance	
NBTXR3IMRT	
NBTXR3BrachytherapyIMRT	
MirvetuximabSoravtansine	
RucaparibCamsylate	
9-valent	
131I-TM-601	
GSK2141795	
GSK2141795	
OBP-301	
DN1406131	
BBI608	
MM-398	
SGX20117,21-dipropionate	
MV-NIS	
APR-246	
APR-246	
APR-246	
APR-246	
ATR-101	
FT-2102	
GemcitabineCisplatin	
Idasanutlin	
IntrathecalChemotherapy	
Poly-ICLCaPD-1NivolumabPembrolizumabaPD-L1AtezolizumabDurvalumab	
ImMucinhGM-CSF	
WT-1peptidevaccine	
Freund	
polymerase	
AZD6244	
AZD6244	
Temsirolimus	Protein kinase inhibitors|ANTINEOPLASTIC,OTHER|mTOR Inhibitors|Protein Kinase Inhibitors|Kinase Inhibitor
Temsirolimus	Protein kinase inhibitors|ANTINEOPLASTIC,OTHER|mTOR Inhibitors|Protein Kinase Inhibitors|Kinase Inhibitor
ARGX-110	
SGN-CD70A	
SD-101	
SD-101	
SD-101	
RegorafenibStivargaBAY73-4506	
GemcitabineHydrochloride	
NKTR-262	
bempegaldesleukin	
bempegaldesleukin	
bempegaldesleukin	
ONCOS-102	
Durvalumab	ANTINEOPLASTIC,OTHER|Programmed Death Ligand-1-directed Antibody Interactions|Monoclonal antibodies|Programmed Death Ligand-1 Antagonists|Programmed Death Ligand-1 Blocker
Eribulinmesilate	
Irinotecanhydrochloride	
BGB-290	
BGB-290	
BGB-290	
SNX-5422	
SNX-5422	
SNX-5422	
AZD6738	
AZD6738	
AZD6738	
AZD6738	
DKN-01	
AMXT1501	
CAR-T	
CAR-TPD-1	
PD-1	
PD-1	
GP-2250	
azacitadine	
rituximabIDEC-C2B8	
Lipo-MERIT	
Pemetrexed	Protein Synthesis Inhibitors|Thymidylate Synthetase Inhibitors|Dihydrofolate Reductase Inhibitors|Folic Acid Metabolism Inhibitors|ANTINEOPLASTICS,ANTIMETABOLITES|Folate Analog Metabolic Inhibitor|Folic acid analogues
