Rank	NCT Number	Title	Acronym	Status	Study Results	Conditions	Interventions	Outcome Measures	Sponsor/Collaborators	Gender	Age	Phases	Enrollment	Funded Bys	Study Type	Study Designs	Other IDs	Start Date	Primary Completion Date	Completion Date	First Posted	Results First Posted	Last Update Posted	Locations	Study Documents	URL
681	NCT03780569	TTFields Together With Temozolomide and Radiotherapy in Patients With Newly Diagnosed GBM		Active, not recruiting	No Results Available	Glioblastoma Multiforme	Device: NovoTTF-200A|Radiation: Radiotherapy|Drug: Temozolomide	Safety of concomitant Radiotherapy/Temozolomide with NovoTTF-200A: The incidence of Radiotherapy treatment delays during concomitant Radiotherapy/Temozolomide/NovoTTF-200A will be documented including severity and relationship to NovoTTF-200A.|Progression free survival|Overall survival|Adverse events, severity and frequency	NovoCure Ltd.	All	18 Years and older   (Adult, Older Adult)	Not Applicable	10	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	ICH-1	April 27, 2017	January 2019	January 2019	December 19, 2018		December 19, 2018	Tel Aviv Sourasky Medical Center, Tel Aviv, Israel		https://ClinicalTrials.gov/show/NCT03780569
682	NCT01699698	Pancreatic Juice Diagnosis From Duodenum		Completed	Has Results	Pancreatic Adenocarcinoma	Other: Tumor markers	The Concentration of the Pancreatic Cancer Markers of the Normal Cohort and UICC Stage II Pancreatic Ductal Adenocarcinoma Cohort|The Sensitivity and Specificity to Detect UICC Stage II Pancreatic Ductal Adenocarcinoma Among All Participants.	Olympus Corporation|Mayo Clinic|Kyushu University|The University of Texas Health Science Center, Houston	All	18 Years and older   (Adult, Older Adult)	Not Applicable	105	Industry|Other	Interventional	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Diagnostic	OMSC-PJD-1	October 2012	July 2014		October 4, 2012	September 3, 2015	September 21, 2015	Mayo Clinic Jacksonville, Jacksonville, Florida, United States|Kyushu University, Fukuoka-shi, Fukuoka-ken, Japan		https://ClinicalTrials.gov/show/NCT01699698
683	NCT01490060	Fosaprepitant in Patients Receiving Ifosfamide-based Regimen		Completed	Has Results	Sarcoma|Chemotherapy-induced Nausea and Vomiting|Effects of Chemotherapy|Adverse Effects of Medical Drugs	Drug: Fosaprepitant|Drug: Dexamethasone|Drug: 5HT3 receptor antagonist|Drug: Ifosfamide-based chemotherapy (AI)|Drug: Doxorubicin|Drug: Mesna|Drug: Ifosfamide|Drug: Vincristine	Complete Response	M.D. Anderson Cancer Center|Merck Sharp & Dohme Corp.	All	18 Years to 65 Years   (Adult, Older Adult)	Not Applicable	47	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	2011-0620|NCI-2012-00011	May 2012	March 2016	March 2016	December 12, 2011	June 3, 2015	April 11, 2016	University of Texas MD Anderson Cancer Center, Houston, Texas, United States		https://ClinicalTrials.gov/show/NCT01490060
684	NCT01948661	Anthocyanin Extract and Phospholipid Curcumin in Colorectal Adenoma	MIRACOL	Active, not recruiting	No Results Available	Colorectal Adenoma|Risk Reduction	Dietary Supplement: Mirtoselect® + Meriva®|Dietary Supplement: Placebo	Change of immunohistochemical expression of beta catenin in normal and adenomatous colonic tissue|Change of IHC Nuclear Factor-Kβ (NFKβ), Ki-67 Labeling Index and P53 in normal and adenomatous mucosa.	Ente Ospedaliero Ospedali Galliera|Fondazione Umberto Veronesi|Indena S.p.A	All	18 Years to 75 Years   (Adult, Older Adult)	Not Applicable	100	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Prevention	GAL 02	March 2014	September 2019	December 2019	September 23, 2013		August 1, 2018	ASL 3, Ospedale Villa Scassi, S.C. Gastroenterologia, Genova, Italy|Medical Oncology Ente Ospedaliero Ospedali Galliera, Genova, Italy|ASL4 Chiavarese, Ospedale di Lavagna, SSD Gastroenterologia, Lavagna, Italy		https://ClinicalTrials.gov/show/NCT01948661
685	NCT03610620	Confocal Microscopy Evaluation of Margin Clearance in Basal Cell Carcinomas in Mohs Surgery	FCM-P	Recruiting	No Results Available	Basal Cell Carcinoma	Procedure: Vivascope 2500 ex-vivo fluorescent confocal microscope	To compare the specificity and sensitivity of the ex-vivo fluorescence confocal microscopy against frozen section histopathology in detecting residual BCC in Mohs excisions.|To compare the time taken for processing and interpretation of the ex-vivo fluorescence confocal microscopy against frozen section histopathology in detecting residual BCC in Mohs excisions.	Emily Woodhouse|Mavig GmbH|Norfolk and Norwich University Hospitals NHS Foundation Trust	All	18 Years and older   (Adult, Older Adult)	Not Applicable	30	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic	212591	June 12, 2017	October 11, 2019	October 11, 2019	August 1, 2018		August 23, 2018	Norfolk & Norwich University Hospitals NHS Foundation Trust, Norwich, Norfolk, United Kingdom		https://ClinicalTrials.gov/show/NCT03610620
686	NCT03025724	Photodynamic Therapy for Treatment of Cutaneous Squamous Cell Carcinoma in Situ		Not yet recruiting	No Results Available	Squamous Cell Carcinoma	Drug: Levulan Kerastick|Device: blue light source|Other: participant satisfaction survey	Evaluate the incidence of SCCis present after exposure to the experimental procedures|Physician graded scoring on a 1 to 4 scale of erythema, edema, stinging/burning, blisters/crusting, hyperpigmentation, and hypopigmentation.	Rhode Island Hospital|DUSA Pharmaceuticals, Inc.	All	18 Years and older   (Adult, Older Adult)	Not Applicable	40	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	897494	January 2017	January 2020	January 2020	January 19, 2017		January 19, 2017			https://ClinicalTrials.gov/show/NCT03025724
687	NCT02658851	Cold Plasma for the Reduction of Lymphoceles Following PLND		Completed	No Results Available	Lymphoceles Following Pelvic Lymph Node Dissection	Device: J-Plasma	Incidence of lymphocele formation	Apyx Medical (formerly Bovie Medical Corp.)|Florida Hospital	Male	18 Years to 80 Years   (Adult, Older Adult)	Not Applicable	100	Industry|Other	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention	808076	June 2016	June 27, 2017	June 27, 2017	January 20, 2016		September 12, 2017	Florida Hospital Global Robotics Institute, Celebration, Florida, United States		https://ClinicalTrials.gov/show/NCT02658851
688	NCT03846531	Nano-Pulse Stimulation (NPS) in Seborrheic Keratosis Study		Completed	No Results Available	Lesion Skin|Seborrheic Keratosis	Device: Nano-Pulse Stimulation (NPS)	SK Lesion Clearance	Pulse Biosciences, Inc.	All	18 Years to 75 Years   (Adult, Older Adult)	Not Applicable	60	Industry	Interventional	Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	NP-SK-002	May 4, 2017	November 13, 2017	May 22, 2018	February 19, 2019		February 19, 2019	Premier Plastic Surgery, San Mateo, California, United States|Skin Care Physicians, Chestnut Hill, Massachusetts, United States|Zel Skin & Laser Specialists, Edina, Minnesota, United States|Laser & Dermatologic Surgery Center, Chesterfield, Missouri, United States		https://ClinicalTrials.gov/show/NCT03846531
689	NCT01529450	Pilot LDE225 in Locally Advanced or Metastatic BCC + Previously Tx Non-LDE225 Smoothened Inhibitors		Completed	Has Results	Basal Cell Carcinoma	Drug: LDE225	Progression Free Survival (PFS) of All Participants|Molecular Markers Associated With Clinical Response	Anne Chang|Novartis|Stanford University	All	18 Years and older   (Adult, Older Adult)	Not Applicable	11	Other|Industry	Interventional	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	SKIN0009|SU-09022011-8371|21759	February 2012	August 2013	August 2013	February 8, 2012	November 2, 2016	January 16, 2017	Stanford University, School of Medicine, Stanford, California, United States		https://ClinicalTrials.gov/show/NCT01529450
690	NCT03015649	Long Term Use of SAVI SCOUT: Pilot Study		Completed	No Results Available	Breast Diseases	Device: SAVI SCOUT Surgical Guidance System	successful surgery	Sheridan Healthcare, Inc.|Cianna Medical, Inc.	Female	18 Years to 90 Years   (Adult, Older Adult)	Not Applicable	34	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research	CMI-SCOUT-001	February 3, 2017	September 10, 2018	April 4, 2019	January 10, 2017		April 16, 2019	Envision Physician Scientific Research, Inc. formerly Sheridan Healthcare, Inc., Plantation, Florida, United States		https://ClinicalTrials.gov/show/NCT03015649
691	NCT03148665	Saliva-based Detection of CD44	Detect 44	Active, not recruiting	No Results Available	Oral Cavity Squamous Cell Carcinoma|Oropharynx Squamous Cell Carcinoma|Squamous Cell Carcinoma of the Oropharynx|Squamous Cell Carcinoma of the Head and Neck	Device: OncAlert	To validate performance of the Vigilant Oral Rinse Point of Care strip in a multi-institutional clinical setting|To prospectively validate the performance of pretreatment Vigilant Oral Rinse Point of Care strip and Sol CD44 as a predictor of outcome for oral/oropharyngeal cancer in a point of care multi-institutional clinical setting|To determine the association of post treatment salivary solCD44 and the Vigilant Oral Rinse Point of Care strip with disease outcome in oral/oropharyngeal cancer	Joseph Califano|Vigilant Biosciences, Inc.|Greater Baltimore Medical Center|San Diego Veterans Healthcare System|NYU Langone Health|Johns Hopkins University|University of California, San Diego	All	18 Years and older   (Adult, Older Adult)	Not Applicable	300	Other|Industry|U.S. Fed	Interventional	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Screening	161215	April 14, 2017	December 30, 2019	May 30, 2020	May 11, 2017		June 25, 2019	UCSD Moores Cancer Center, La Jolla, California, United States|Greater Baltimore Medical Center, Baltimore, Maryland, United States|Johns Hopkins School of Medicine, Baltimore, Maryland, United States|New York University College of Dentistry, New York, New York, United States		https://ClinicalTrials.gov/show/NCT03148665
692	NCT01236300	In Vivo nCLE Study in the Pancreas With Endosonography of Cystic Tumors	INSPECT	Completed	Has Results	Pancreatic Cysts	Device: Cellvizio needle-based Confocal Laser Endomicroscopy (nCLE) system	Sensitivity|Specificity|PPV (Positive Predictive Value)|NPV (Negative Predictive Value)|Overall Complication Rate	University of Chicago|Mauna Kea Technologies|Institut Paoli-Calmettes|Technische Universität München|Yale University|University of California, Irvine|Mayo Clinic|University of Washington|Cedars-Sinai Medical Center	All	18 Years and older   (Adult, Older Adult)	Not Applicable	66	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic	MKT-2010-INSPECT|EUSFNA_02	July 2010	August 2011	May 2012	November 8, 2010	March 31, 2015	June 8, 2016	University of Chicago, Chicago, Illinois, United States		https://ClinicalTrials.gov/show/NCT01236300
693	NCT01502020	A Bioequivalence Study With Clinical Endpoints Comparing Generic Imiquimod Cream, 3.75% and Zyclara™ (Imiquimod) Cream, 3.75% in Subjects With Actinic Keratoses		Completed	No Results Available	Actinic Keratoses	Drug: imiquimod cream, 3.75%|Drug: Vehicle Cream	Complete clearance rate|Dosing Compliance|Adverse Events|Local Skin Reactions|Partial Clearance Rate|Percent Change in the AK number	Actavis Mid-Atlantic LLC	All	18 Years and older   (Adult, Older Adult)	Not Applicable	410	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	094-3152-301	February 2011	August 2011	November 2011	December 30, 2011		December 30, 2011	Total Skin and Beauty Dermatology Center, PC, Birmingham, Alabama, United States|International Dermatology Research, Inc., Miami, Florida, United States|MedaPhase, Inc., Newnan, Georgia, United States|Northwest Clinical Trials, Boise, Idaho, United States|Altman Dermatology Associates, Arlington Heights, Illinois, United States|Deaconess Clinic, Inc., Evansville, Indiana, United States|Indiana Clinical Trials Center, Plainfield, Indiana, United States|Dermatology Specialists, Louisville, Kentucky, United States|Michigan Center for Research Corp., Clinton Township, Michigan, United States|Minnesota Clinical Study Center, Fridley, Minnesota, United States|Skin Specialists, P.C., Omaha, Nebraska, United States|Academic Dermatology Associates, Albuquerque, New Mexico, United States|Dermatology, Laser & Vein Specialists of the Carolinas,, Charlotte, North Carolina, United States|Dermatology Research Center of Cincinnati, Cincinnati, Ohio, United States|Oregon Medical Research Center, PC, Portland, Oregon, United States|Philadelphia Institute of Dermatology, Fort Washington, Pennsylvania, United States|DermResearch, Inc., Austin, Texas, United States|Suzanne Bruce and Associates, P.A., Houston, Texas, United States|Dermatology Clinical Research Center of San Antonio, San Antonio, Texas, United States		https://ClinicalTrials.gov/show/NCT01502020
694	NCT03159819	Clinical Study of CAR-CLD18 T Cells in Patients With Advanced Gastric Adenocarcinoma and Pancreatic Adenocarcinoma		Recruiting	No Results Available	Advanced Gastric Adenocarcinoma|Pancreatic Adenocarcinoma	Genetic: CAR-CLD18 T Cells	Safety and tolerance|Engraftment	Changhai Hospital|Carsgen Therapeutics, Ltd.	All	18 Years to 70 Years   (Adult, Older Adult)	Not Applicable	24	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	CG4003	April 1, 2017	December 31, 2019	December 31, 2021	May 19, 2017		March 12, 2018	Changhai Hospital, Shanghai, Shanghai, China		https://ClinicalTrials.gov/show/NCT03159819
695	NCT02067468	Optimal Strategy for the Management of ASCUS Cytology in Health Care Services of Medellin, Colombia	ASCUS-COL	Completed	No Results Available	Cervical Abnormalities|Cervical Intraepithelial Neoplasia Grade 2/3|Cervical Cancer	Device: HPV test|Procedure: COLPOSCOPY|Device: cytology	Cervical Intraepithelial Neoplasia Grade 2 or higher(CIN2+)	Universidad de Antioquia|International Agency for Research on Cancer|Barts and the London School of Medicine and Dentistry|Instituto Colombiano para el Desarrollo de la Ciencia y la Tecnología (COLCIENCIAS)|QIAGEN Gaithersburg, Inc|EPS SURA|EPS COMFAMA|EPS COMFENALCO|DINAMICA IPS|Laboratorio Clínico Escuela de Microbiología (Universidad de Antioquia)|Metrosalud	Female	20 Years to 69 Years   (Adult, Older Adult)	Not Applicable	3000	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Health Services Research	111545921657	January 2011	April 2016	April 2016	February 20, 2014		June 6, 2016	Universidad de Antioquia, Medellin, Antioquia, Colombia		https://ClinicalTrials.gov/show/NCT02067468
