NCT01253213	BR55
NCT03431350	JNJ-63723283
NCT03431350	Prednisone
NCT01139775	Pemetrexed
NCT01139775	Cisplatin
NCT01139775	LY2603618
NCT03974022	DZD9008
NCT03417895	SHR-1210
NCT03417895	Apatinib
NCT03931720	BiCAR-NK/T
NCT03931720	ROBO1
NCT03931720	CAR-NK/T
NCT00209092	Docetaxel
NCT00209092	Capecitabine
NCT03807999	Nab-paclitaxel
NCT03807999	Gemcitabine
NCT00285701	hexaminolevulinate
NCT02138734	BCG+ALT-803
NCT03136406	Cyclophosphamide
NCT03136406	Oxaliplatin
NCT03136406	Capecitabine
NCT03136406	5-Fluorouracil
NCT03136406	Leucovorin
NCT03136406	nab-paclitaxel
NCT03136406	bevacizumab
NCT03136406	avelumab
NCT03136406	ALT-803
NCT03136406	ETBX-011
NCT03136406	GI-4000
NCT03444844	Ga-68
NCT03444844	P16-093
NCT03444844	PET/CT
NCT03165591	V3-P
NCT00193427	Docetaxel
NCT00193427	Gemcitabine
NCT00193427	Carboplatin
NCT01511536	Cabazitaxel
NCT01511536	XRP6258
NCT01511536	Prednisone
NCT04053062	PSMA-CART
NCT01234324	Epirubicin
NCT01234324	Cisplatin
NCT01234324	Capecitabine
NCT01234324	Panitumumab
NCT01234324	Epirubicin
NCT01234324	Cisplatin
NCT01234324	Capecitabine
NCT00187031	Topotecan
NCT00187031	Filgrastim
NCT00187031	G-CSF
NCT00187031	Pegfilgrastim
NCT01057589	Pemetrexed
NCT01057589	Cetuximab
NCT01057589	Cisplatin
NCT00193375	Irinotecan
NCT00193375	Carboplatin
NCT00193375	Bevacizumab
NCT01087970	Pemetrexed
NCT01087970	Cetuximab
NCT01087970	Carboplatin
NCT01087970	Cisplatin
NCT03586869	Aldoxorubicin
NCT03586869	ALT-803
NCT03586869	ETBX-011
NCT03586869	ETBX-021
NCT03586869	ETBX-051
NCT03586869	ETBX-061
NCT03586869	GI-4000
NCT03586869	GI-6207
NCT03586869	GI-6301
NCT03586869	haNK
NCT03586869	bevacizumab
NCT03586869	Capecitabine
NCT03586869	Cyclophosphamide
NCT03586869	Fluorouracil
NCT03586869	Leucovorin
NCT03586869	nab-Paclitaxel
NCT03586869	Oxaliplatin
NCT03586869	Avelumab
NCT01577654	EC145
NCT01577654	EC145
NCT01577654	Docetaxel
NCT01577654	Docetaxel
NCT01577654	EC20
NCT01270373	Docetaxel
NCT01270373	Docetaxel
NCT00083031	bevacizumab
NCT00083031	cyclophosphamide
NCT00083031	methotrexate
NCT02024607	BBI608
NCT02024607	Fluorouracil
NCT02024607	Oxaliplatin
NCT02024607	Leucovorin
NCT02024607	Irinotecan
NCT02024607	Bevacizumab
NCT02024607	Capecitabine
NCT02024607	Regorafenib
NCT03925974	KN026
NCT03278379	Avelumab
NCT03523572	Trastuzumab
NCT03523572	deruxtecan
NCT03523572	DS-8201a
NCT03523572	Nivolumab
NCT00924352	Dasatinib
NCT00924352	Ixabepilone
NCT02478320	Ilorasertib
NCT00420381	enzastaurin
NCT00246974	Gemcitabine
NCT00246974	Cisplatin
NCT00246974	Gefitinib
NCT03439462	ABI-009
NCT03439462	nab-rapamycin
NCT03439462	albumin-bound
NCT03439462	rapamycin
NCT02401815	PLX9486
NCT02401815	PLX3397
NCT02401815	Sunitinib
NCT02713763	Sunitinib
NCT03329248	ALT-803
NCT03329248	ETBX-011
NCT03329248	GI-4000
NCT03329248	haNK
NCT03329248	avelumab
NCT03329248	bevacizumab
NCT03329248	Capecitabine
NCT03329248	Cyclophosphamide
NCT03329248	Fluorouracil
NCT03329248	Leucovorin
NCT03329248	nab-Paclitaxel
NCT03329248	lovaza
NCT03329248	Oxaliplatin
NCT03329664	Cytokine-induced
NCT01171898	ARN-509
NCT01171898	ARN-509
NCT02705820	Pembrolizumab
NCT00217815	Mycograb
NCT00217815	Docetaxel
NCT01084655	TAK-700
NCT01084655	Docetaxel
NCT01084655	Prednisone
NCT00887549	pemetrexed
NCT00887549	cisplatin
NCT00445458	HKI-272
NCT00445458	Paclitaxel
NCT00831636	CP-4055
NCT03430063	SDREGN2810
NCT03430063	SDREGN2810/ipi
NCT03430063	HDREGN2810
NCT01485861	Abiraterone
NCT01485861	Apitolisib
NCT01485861	Ipatasertib
NCT01485861	Prednisone
NCT01485861	Prednisolone
NCT03161379	Cyclophosphamide
NCT03161379	Nivolumab
NCT03161379	GVAX
NCT03161379	Pancreas
NCT03161379	Vaccine
NCT01595087	Osteodex
NCT02423343	Galunisertib
NCT02423343	Nivolumab
NCT01275222	Everolimus
NCT01275222	Imatinib
NCT00773344	Tanespimycin
NCT04054531	KN046
NCT04054531	Paclitaxel
NCT04054531	Pemetrexed
NCT04054531	Carboplatin
NCT00284817	MEDI-522
NCT00798655	Panitumumab
NCT00798655	Cisplatin
NCT01497964	cabazitaxel
NCT01497964	XRP6258
NCT00810394	Sorafenib
NCT00231465	docetaxel
NCT00231465	Taxotere®
NCT00231465	ZD1839
NCT02422199	pyrotinib
NCT02422199	Lapatinib
NCT02422199	capecitabine
NCT00442260	DOXIL
NCT00442260	Abraxane
NCT03573544	OBI-888
NCT02640508	Eribulin
NCT02640508	Lenvatinib
NCT00034827	CI-1040
NCT02080260	regorafenib
NCT02200081	MGN1703
NCT00809796	pentamidine
NCT03086369	Olaratumab
NCT03086369	Nab-paclitaxel
NCT03086369	Gemcitabine
NCT01874665	Ponatinib
NCT01023347	Paclitaxel
NCT01023347	Genexol®
NCT01023347	Paclitaxel
NCT01023347	polymeric
NCT01023347	micelle
NCT01023347	Genexol-PM®
NCT01367002	Carboplatin/Paclitaxel
NCT01367002	Trastuzumab
NCT03514836	DCVac/PCa
NCT03514836	Cyclophosphamide
NCT00465179	Sunitinib
NCT00465179	Malate
NCT00468715	bicalutamide
NCT01861496	LiPlaCis
NCT03666325	Pembrolizumab
NCT03666325	Cetuximab
NCT03631784	Pembrolizumab
NCT03631784	Paclitaxel
NCT03631784	mg/m^2
NCT03631784	Carboplatin
NCT03631784	AUC6
NCT03631784	Cisplatin
NCT03631784	mg/m^2
NCT03631784	Pemetrexed
NCT03631784	mg/m^2
NCT03631784	Paclitaxel
NCT03631784	mg/m^2
NCT03631784	Carboplatin
NCT03631784	AUC2
NCT00661609	AZD4877
NCT02428712	PLX8394
NCT00898287	P276-00
NCT00898287	Gemcitabine
NCT02187848	SAR408701
NCT00423124	HSV-TK
NCT01834235	Gemcitabine
NCT01834235	nab-paclitaxel
NCT01834235	NPC-1C
NCT03972657	REGN5678
NCT03972657	Cemiplimab
NCT00810953	Pentamidine
NCT02289690	Veliparib
NCT02289690	Carboplatin
NCT02289690	Etoposide
NCT00284154	Vinflunine
NCT03533946	Rucaparib
NCT00073723	ABI-007
NCT00402051	Pemetrexed
NCT00402051	Cisplatin
NCT00402051	Carboplatin
NCT00810719	Erlotinib
NCT00810719	gemcitabine
NCT00102700	gemcitabine
NCT03752099	VERU-111
NCT03964532	Talazoparib
NCT03964532	Avelumab
NCT02586337	Anlotinib
NCT00188617	GEFITINIB
NCT02047513	perioperative
NCT02047513	nab-paclitaxel/gemcitabine
NCT02047513	nab-paclitaxel/gemcitabine
NCT01086267	BMS-908662
NCT01086267	Cetuximab
NCT01851200	Brentuximab
NCT01851200	Vedotin
NCT00105053	HyperAcute-Prostate
NCT00105053	Vaccine
NCT01676259	siG12D-LODER
NCT01676259	Gemcitabine+nab-Paclitaxel
NCT00111462	Darbepoetin
NCT00111462	alfa
NCT01489813	Genistein
NCT01253161	Pasireotide
NCT01417494	Chemotherapy
NCT01417494	FOLFIRI
NCT01417494	FOLFOX
NCT01417494	LV5FU2
NCT01417494	Chemotherapy
NCT01417494	FOLFIRI
NCT01417494	FOLFOX
NCT01417494	LV5FU2
NCT01417494	bevacizumab
NCT00403624	OXALIPLATIN
NCT00071136	pemetrexed
NCT00071136	gemcitabine
NCT01937117	Trastuzumab
NCT01937117	Pertuzumab
NCT02978482	durvalumab
NCT02978482	tremelimumab
NCT02978482	durvalumab
NCT02859064	Lanreotide
NCT00087854	L-malate
NCT02866006	BVAC-C
NCT03778138	Anlotinib
NCT03778138	Pemetrexed
NCT02118337	MEDI0680
NCT02118337	Durvalumab
NCT02118337	Nivolumab
NCT00490659	gemcitabine
NCT00490659	cisplatin
NCT03628079	ReposMBZ
NCT00475293	Panitumumab
NCT00475293	CPT-11
NCT00094835	Panitumumab
NCT00094835	Motesanib
NCT00094835	diphosphate
NCT00094835	Paclitaxel
NCT00094835	Carboplatin
NCT00191139	gemcitabine
NCT00191139	docetaxel
NCT00191139	cisplatin
NCT00191139	etoposide
NCT01684098	EC20
NCT03609359	Lenvatinib
NCT03609359	Pembrolizumab
NCT00489983	pemetrexed
NCT00489983	gemcitabine
NCT01438307	Cabazitaxel-XRP6258
NCT01438307	3-week
NCT01438307	Cabazitaxel-XRP6258
NCT01438307	5-week
NCT00348595	Revlimid
NCT00411450	Panitumumab
NCT00411450	FOLFIRI
NCT03458728	BAY806946
NCT01496742	RO5490258
NCT01496742	bevacizumab
NCT01496742	Avastin
NCT01496742	cisplatin/carboplatin
NCT01496742	paclitaxel
NCT01496742	pemetrexed
NCT02349633	PF-06747775
NCT02349633	Palbociclib
NCT02349633	Avelumab
NCT01310036	Erlotinib
NCT02103322	Imatinib
NCT02103322	Mesylate
NCT01033032	Amrubicin
NCT00255827	HyperAcute-Pancreatic
NCT00255827	Vaccine
NCT02448771	Palbociclib
NCT02448771	Bazedoxifene
NCT00005800	Filgrastim
NCT00005800	Docetaxel
NCT00005800	Doxorubicin
NCT00861107	AlloStim-7
NCT00861107	AlloStim8
NCT00861107	AlloStim-9
NCT02873962	Bevacizumab
NCT02873962	Nivolumab
NCT02873962	Rucaparib
NCT01797120	Fulvestrant
NCT01797120	Everolimus
NCT03002220	radium-223
NCT02822157	Olaparib
NCT02822157	carboplatin
NCT02822157	gemcitabine
NCT02822157	carboplatin
NCT02822157	paclitaxel
NCT02822157	carboplatin
NCT02822157	liposomal
NCT02822157	doxorubicin
NCT02822157	liposomal
NCT02822157	doxorubicin
NCT02822157	4-weekly
NCT02822157	topotecan
NCT02822157	paclitaxel
NCT00288925	Z-360
NCT03904823	famitinib
NCT03904823	HS-10296
NCT03411161	therapy
NCT03411161	S81694
NCT03411161	paclitaxel
NCT03411161	Paclitaxel
NCT03411161	therapy
NCT03411161	S81694
NCT03411161	paclitaxel
NCT03279289	Irinotecan
NCT03279289	folinic
NCT03279289	racemic
NCT03279289	5-FU
NCT00456261	Pemetrexed
NCT00456261	Gemcitabine
NCT00456261	Bevacizumab
NCT00456261	Carboplatin
NCT00070837	MLN2704
NCT00070837	antibody
NCT00070837	MLN591
NCT01174563	erlotinib
NCT01174563	Tarceva
NCT03697850	Atezolizumab
NCT01130142	IPI-926
NCT01130142	gemcitabine
NCT00329043	LHRH
NCT00329043	Sunitinib
NCT00329043	Malate
NCT02826486	BL-8040
NCT02826486	Pembrolizumab
NCT02826486	Chemotherapy
NCT02826486	Onivyde
NCT02442349	AZD9291
NCT01690468	Triciribine
NCT01690468	Carboplatin
NCT00203372	Bevacizumab
NCT00203372	Bevacizumab
NCT03207867	NIR178
NCT03207867	PDR001
NCT02529930	VB10.16
NCT02529930	Immunotherapy
NCT02529930	vaccine
NCT01364727	Amrubicin
NCT03512353	Dexamethasone
NCT03512353	Carfilzomib
NCT00051948	TLK286
NCT00585689	ABI-007
NCT00585689	Carboplatin
NCT00585689	Gemcitabine
NCT03739710	Docetaxel
NCT03739710	GSK3359609
NCT03739710	ICOS
NCT00052065	TLK286
NCT02239900	Ipilimumab
NCT03706326	Anti-MUC1
NCT03706326	CAR-T
NCT03706326	PD-1
NCT03706326	CAR-T
NCT03706326	PD-1
NCT00075192	CP-675,206
NCT00075192	leuprolide
NCT00075192	bicalutamide
NCT00075192	leuprolide
NCT00075192	bicalutamide
NCT01714739	Lirilumab
NCT01714739	Nivolumab
NCT01714739	Ipilimumab
NCT02587962	Birinapant
NCT02587962	Pembrolizumab
NCT02098343	APR-246
NCT02098343	Carboplatin
NCT02098343	Pegylated
NCT02098343	Liposomal
NCT02098343	Doxorubicin
NCT02098343	Hydrochloride
NCT02607228	GS-5829
NCT02607228	Enzalutamide
NCT00781911	Cixutumumab
NCT00781911	octreotide
NCT02690558	pembrolizumab
NCT02690558	gemcitabine
NCT02690558	cisplatin
NCT00217282	oxaliplatin
NCT00217282	gemcitabine
NCT00217282	bevacizumab
NCT00176605	Etoposide
NCT00176605	Cyclophosphamide
NCT02842125	Ad-P53
NCT02842125	Xeloda
NCT02842125	Keytruda
NCT02842125	Opdivo
NCT01775423	BBI608
NCT03417544	ATEZOLIZUMAB
NCT03417544	PERTUZUMAB
NCT03417544	TRASTUZUMAB
NCT00477711	cetuximab
NCT00477711	cisplatin
NCT00477711	capecitabine
NCT02691923	Fluorescein
NCT02691923	Fluorescein
NCT03639714	GRT-C901
NCT03639714	GRT-R902
NCT03639714	nivolumab
NCT03639714	ipilimumab
NCT00380029	Erlotinib
NCT01204697	docetaxel
NCT01204697	erlotinib
NCT01204697	Tarceva
NCT00578071	Panitumumab
NCT00578071	Capecitabine
NCT00578071	Oxaliplatin
NCT00477529	ABI-008
NCT02855125	TAS-114
NCT03197584	Avelumab
NCT03197584	Bevacizumab
NCT03197584	Capecitabine
NCT03197584	Cyclophosphamide
NCT03197584	5-fluorouracil
NCT03197584	Fulvestrant
NCT03197584	Leucovorin
NCT03197584	Paclitaxel
NCT03197584	omega-3
NCT03197584	ethyl
NCT03197584	Oxaliplatin
NCT03197584	ALT-803
NCT03197584	ETBX-021
NCT03197584	ETBX-051
NCT03197584	ETBX-061
NCT03197584	GI-4000
NCT03197584	GI-6301
NCT03197584	haNK®
NCT01116843	PF-00299804
NCT00464893	Catumaxomab
NCT00464893	catumaxomab
NCT00117949	Degarelix
NCT03098030	Dinutuximab
NCT03098030	Irinotecan
NCT03098030	Topotecan
NCT03085368	lapatinib/herceptin
NCT02361086	VT-464
NCT02308020	Abemaciclib
NCT00844506	P53-SLP
NCT00844506	vaccine
NCT00844506	Cyclophosphamide
NCT02879760	Ad-MAGEA3
NCT02879760	MG1-MAGEA3
NCT02879760	Pembrolizumab
NCT00497809	AVI-014
NCT00497809	versus
NCT00497809	Filgrastim
NCT02439450	Viagenpumatucel-L
NCT02439450	Nivolumab
NCT02439450	Pembrolizumab
NCT02439450	Pemetrexed
NCT02009332	ABI-009
NCT02336451	LDK378
NCT00530868	Letrozole
NCT00530868	Avastin
NCT01276041	pertuzumab
NCT01276041	trastuzumab
NCT01276041	paclitaxel
NCT03898791	LY3295668
NCT03898791	Erbumine
NCT02335944	INC280
NCT02335944	EGF816
NCT00881946	GSK21110183
NCT04040361	Pembrolizumab
NCT04040361	Ramucirumab
NCT03952325	Tesetaxel
NCT03952325	Nivolumab
NCT03952325	Pembrolizumab
NCT03952325	Atezolizumab
NCT02018861	Parsaclisib
NCT02018861	Itacitinib
NCT02018861	Rituximab
NCT02018861	Ifosfamide
NCT02018861	Carboplatin
NCT02018861	Etoposide
NCT02705105	Mogamulizumab
NCT02705105	Nivolumab
NCT01273610	Lapatinib
NCT01273610	Trastuzumab
NCT00037609	Capecitabine
NCT00037609	Exisulind
NCT02025985	Selinexor
NCT04022876	ALRN-6924
NCT04022876	Topotecan
NCT02289898	Demcizumab
NCT02289898	Abraxane®
NCT02289898	gemcitabine
NCT02906163	Thymalfasin
NCT02906163	Thymosin
NCT02906163	tyrosine
NCT02906163	kinase
NCT02906163	inhibitor
NCT03820063	PTC-Pz
NCT02040870	LDK378
NCT01746771	HM781-36B
NCT01746771	Poziotinib
NCT01746771	Paclitaxel
NCT01746771	Trastuzumab
NCT00393822	palifermin
NCT01108055	Pazopanib
NCT01108055	GW786034
NCT01108055	Paclitaxel
NCT00239291	Gefitinib
NCT00239291	radiotherapy
NCT00450892	docetaxel+lapatinib
NCT00450892	docetaxel
NCT00450892	trastuzumab
NCT00450892	docetaxel
NCT00450892	trastuzumab
NCT00450892	lapatinib
NCT03272334	HER2
NCT03272334	Pembrolizumab
NCT01084252	Isatuximab
NCT01084252	SAR650984
NCT01084252	Dexamethasone
NCT00434109	Sunitinib
NCT00434109	malate
NCT03872206	HPN536
NCT02346578	Enzalutamide
NCT02346578	Flutamide
NCT03841747	Pembrolizumab
NCT03841747	Paclitaxel
NCT03150810	BGB-290
NCT03150810	Temozolomide
NCT00286806	AT-101
NCT00500760	Cisplatin
NCT00500760	Panitumumab
NCT00520481	IMC-A12
NCT00520481	Cixutumumab
NCT03088813	Irinotecan
NCT03088813	liposome
NCT03088813	Topotecan
NCT02231762	Lanreotide
NCT02231762	Autogel
NCT02231762	Temozolomide
NCT01013740	Vinorelbine
NCT01013740	Lapatinib
NCT01013740	Capecitabine
NCT01202591	AZD4547
NCT01202591	Exemestane
NCT01202591	Fulvestrant
NCT02383810	Elsiglutide
NCT03574818	Necitumumab-Gemcitabine-Cisplatin
NCT00091377	cisplatin
NCT00091377	paclitaxel
NCT00091377	phenoxodiol
NCT00369889	bevacizumab
NCT00369889	Erlotinib
NCT00457743	Sunitinib
NCT00457743	malate
NCT00457743	SU011248
NCT02734290	Pembrolizumab
NCT02734290	Paclitaxel
NCT02734290	Capecitabine
NCT00138658	custirsen
NCT00138658	sodium
NCT00242749	Gefitinib
NCT00242749	Cisplatin
NCT00242749	Radiotherapy
NCT03634150	Nerofe
NCT03634150	hormon-peptide
NCT03634150	TCApF
NCT03634150	suppressive
NCT00333294	Gefitinib
NCT00333294	Cisplatin
NCT00333294	Vinorelbine
NCT03386526	APG-1387
NCT01359735	HP802-247
NCT01359735	Bacitracin
NCT03298893	Nivolumab
NCT03298893	Cisplatin
NCT00005096	docetaxel
NCT02028442	Enadenotucirev
NCT03446157	Cetuximab
NCT03446157	Palbociclib
NCT03178552	Alectinib
NCT03178552	Atezolizumab
NCT03178552	Pemetrexed
NCT03178552	Cisplatin
NCT03178552	Carboplatin
NCT03178552	Gemcitabine
NCT03178552	Entrectinib
NCT02265510	INCB052793
NCT02265510	gemcitabine
NCT02265510	nab-paclitaxel
NCT02265510	dexamethasone
NCT02265510	Carfilzomib
NCT02265510	bortezomib
NCT02265510	lenalidomide
NCT02265510	azacitidine
NCT02265510	pomalidomide
NCT02265510	INCB050465
NCT02265510	INCB039110
NCT02993094	Ixazomib
NCT02993094	Carboplatin
NCT00272662	peginesatide
NCT00308750	enzastaurin
NCT00308750	pemetrexed
NCT00308750	docetaxel
NCT00308750	carboplatin
NCT04052971	ABN401-
NCT04052971	Escalation
NCT04052971	ABN401-
NCT02875613	Avelumab
NCT00317720	Trastuzumab
NCT00317720	RAD001
NCT00452413	enzastaurin
NCT00452413	erlotinib
NCT03668847	DM-CHOC-PEN
NCT00397293	AT-101
NCT00397293	topotecan
NCT02628132	Paclitaxel
NCT02628132	Durvalumab
NCT03450330	AZD4205
NCT03905148	BGB-283
NCT03905148	lifirafenib
NCT03905148	PD-0325901
NCT00086892	cetuximab
NCT00086892	carboplatin
NCT00862784	IMC-1121B
NCT00862784	ramucirumab
NCT00862784	Oxaliplatin
NCT00862784	Folinic
NCT00862784	5-FU
NCT00644787	Fentanyl
NCT00644787	1-day
NCT00644787	transdermal
NCT00644787	Titration
NCT00644787	Fentanyl
NCT00644787	1-day
NCT00644787	transdermal
NCT00644787	Fentanyl
NCT00644787	3-day
NCT00644787	transdermal
NCT00702481	Nimotuzumab
NCT00702481	Cisplatin
NCT02966821	Surufatinib
NCT01222767	Zalypsis
NCT03970746	PDC*lung01
NCT03970746	Keytruda
NCT03970746	Injectable
NCT03970746	Alimta
NCT03970746	Injectable
NCT00049257	carboplatin
NCT00049257	paclitaxel
NCT00630344	RAD001
NCT01471106	Dasatinib
NCT03641755	Sapacitabine
NCT03641755	Olaparib
NCT03122717	Gefitinib
NCT03122717	Osimertinib
NCT00274443	ABI-007
NCT00274443	Abraxane
NCT00274443	Carboplatin
NCT00405951	Obatoclax
NCT00405951	mesylate
NCT00405951	Docetaxel
NCT02913313	BMS-986207
NCT02913313	Nivolumab
NCT03515798	Pembrolizumab
NCT03515798	neoadjuvant
NCT03515798	EC-paclitaxel
NCT03515798	chemotherapy
NCT02499328	AZD9150
NCT02499328	MEDI4736
NCT02499328	AZD5069
NCT02499328	tremelimumab
NCT02499328	treme
NCT01249352	Nimotuzumab
NCT01249352	Cisplatin
NCT01249352	Fluorouracil
NCT02236000	Neratinib
NCT02236000	T-DM1
NCT02118064	G17DT-Irinotecan
NCT01630590	Cabozantinib
NCT01630590	Androgen
NCT01630590	Therapy
NCT01685268	AT13387
NCT01685268	abiraterone
NCT01685268	Prednisone
NCT02631863	Aminolaevulinic
NCT03917082	Tamoxifen
NCT00057473	carboplatin
NCT00057473	irinotecan
NCT00057473	irinotecan
NCT00248482	Cisplatin
NCT00248482	Gleevec™
NCT00248482	irinotecan
NCT00166426	Exisulind
NCT03323398	mRNA-2416
NCT02780687	Afatinib
NCT02825836	M7583
NCT03994107	Liposomal
NCT03994107	Doxorubicin
NCT03994107	Albumin-bound
NCT03994107	paclitaxel
NCT03994107	Trastuzumab
NCT03709082	Letrozole
NCT03709082	T-DM1
NCT03709082	Palbociclib
NCT03344536	Fulvestrant
NCT03344536	Debio
NCT03377387	Capecitabine
NCT03377387	Neratinib
NCT00637871	Casodex
NCT00637871	Tamoxifen
NCT02483247	BBI503
NCT02483247	Capecitabine
NCT02483247	Doxorubicin
NCT02483247	Nivolumab
NCT02483247	Pembrolizumab
NCT02483247	Paclitaxel
NCT02483247	Sunitinib
NCT01867697	Cetuximab
NCT01867697	Irinotecan
NCT01867697	Oxaliplatin
NCT01867697	Folinic
NCT01867697	Calcium
NCT02616393	Tesevatinib
NCT03607890	Nivolumab
NCT03607890	Relatlimab
NCT01526928	Rociletinib
NCT02114229	alisertib
NCT02114229	methotrexate
NCT02114229	cisplatin
NCT02114229	carboplatin
NCT02114229	cyclophosphamide
NCT02114229	etoposide
NCT02114229	topotecan
NCT02114229	vincristine
NCT03383302	Nivolumab
NCT03822351	Durvalumab
NCT03822351	Oleclumab
NCT03822351	Durvalumab
NCT03822351	Durvalumab
NCT03822351	Monalizumab
NCT03772353	Letrozole
NCT03772353	Pyrotinib
NCT03772353	SHR6390
NCT02288936	Enzalutamide
NCT00887575	Paclitaxel
NCT00887575	Carboplatin
NCT00887575	Sunitinib
NCT00391248	Erlotinib
NCT02467361	BBI608
NCT02467361	Ipilimumab
NCT02467361	Nivolumab
NCT02467361	Pembrolizumab
NCT01489865	ABT-888
NCT01489865	mFOLFOX-6
NCT00464646	Epirubicin
NCT00464646	Cyclophosphamide
NCT00464646	Docetaxel
NCT00464646	Trastuzumab
NCT00464646	Bevacizumab
NCT02506517	Afatinib
NCT00423930	bevacizumab
NCT00423930	cisplatin
NCT02224599	TAPA-pulsed
NCT02224599	vaccine
NCT02224599	Cyclophosphamide
NCT02224599	Imiquimod
NCT03451825	Avelumab
NCT00092001	Sunitinib
NCT03874000	Sintilimab
NCT03874000	Metformin
NCT03874000	Hydrochloride
NCT03594396	Olaparib
NCT03594396	Durvalumab
NCT03770455	Avelumab
NCT03770455	abiraterone
NCT03770455	enzalutamide
NCT01083589	Imatinib
NCT01083589	Mesylate
NCT01083589	Docetaxel
NCT01905657	Pembrolizumab
NCT01905657	Docetaxel
NCT03250676	H3B-6545
NCT00259844	TroVax
NCT00113334	ABT-510
NCT01670877	Neratinib
NCT01670877	Fulvestrant
NCT01670877	Trastuzumab
NCT02488759	Nivolumab
NCT02488759	Ipilimumab
NCT02488759	Relatlimab
NCT02488759	Daratumumab
NCT00242788	Gefitinib
NCT00242788	capecitabine
NCT00890305	CT-011
NCT00890305	FOLFOX
NCT03680092	Cyclophosphamide
NCT03680092	abatacept
NCT03680092	Methotrexate
NCT03680092	Tacrolimus
NCT02228681	Everolimus
NCT02228681	Tamoxifen
NCT02228681	Letrozole
NCT02010567	CRLX101
NCT02010567	Capecitabine
NCT03702179	Durvalumab
NCT03702179	Tremelimumab
NCT03289819	Pembrolizumab
NCT03289819	nab-paclitaxel
NCT03289819	Epirubicin
NCT03289819	Cyclophosphamide
NCT02769832	Nab-paclitaxel
NCT02769832	Gemcitabine
NCT00579826	Letrozole
NCT02525653	albumin-bound
NCT02525653	paclitaxel
NCT02525653	gemcitabine
NCT04046445	ATP128
NCT00742560	elotuzumab
NCT00742560	lenalidomide
NCT00742560	dexamethasone
NCT00742560	dexamethasone
NCT00318903	Irinotecan
NCT00318903	Taxotere
NCT02678780	Lenvatinib
NCT01246440	Catumaxomab
NCT00127920	Avastin
NCT04001413	MEDI0457
NCT04001413	Durvalumab
NCT02514252	Fentanyl
NCT02514252	Sublingual
NCT00216021	Capecitabine
NCT00216021	Oxaliplatin
NCT00160069	Sagopilone
NCT00160069	BAY86-5302
NCT00578526	SU011248
NCT02403271	Ibrutinib
NCT02403271	Durvalumab
NCT01498484	EBV-specific
NCT00500188	Imatinib
NCT00500188	Mesylate
NCT00500188	Gleevec
NCT03919292	Neratinib
NCT03919292	Divalproex
NCT03919292	Sodium
NCT01666977	Pemetrexed
NCT01666977	Carboplatin
